customer_id,customer_name,email,city,country,signup_date,acquisition_channel
CUST_00040,Juliette Pelletier du Maury,hamelfrancois@example.org,Deschamps-les-Bains,France,2022-07-14,Facebook
CUST_00041,Zoé Faure,simonaurore@example.net,Fernandesboeuf,France,2023-12-30,Email
CUST_00042,Véronique Toussaint,adelaidesalmon@example.net,Letellier-la-Forêt,France,2024-07-21,Referral
CUST_00043,Inès-Lorraine Adam,mlebon@example.com,Munoz,France,2024-06-12,Organic
CUST_00044,Eugène Lefort,charlotte11@example.com,Caron,France,2023-11-16,Organic
CUST_00045,Antoinette Benard Le Peltier,victoireweber@example.com,Laurent,France,2022-09-07,Facebook
CUST_00046,Timothée Becker,tfleury@example.net,Sainte Anaïsnec,France,2023-05-22,Referral
CUST_00047,Xavier de Carre,lucmuller@example.com,Denis,France,2022-09-11,Email
CUST_00048,Benjamin Millet,pagesveronique@example.com,Toussaint,France,2024-08-28,Google Ads
CUST_00049,Alphonse Besson,georgesagathe@example.net,Philippe-sur-Gautier,France,2022-11-24,Facebook
CUST_00050,Hélène de Mendès,jacquelinemichel@example.net,Roux,France,2022-02-22,Organic
CUST_00051,Marie de la Carlier,bgillet@example.org,Hoareau,France,2022-06-28,Referral
CUST_00052,Charlotte Robert-Lévêque,lecomteanais@example.com,Perret,France,2024-04-10,Organic
CUST_00053,Suzanne Gaillard,sabinerodrigues@example.net,Robert,France,2024-01-22,Email
CUST_00054,Stéphanie Le Perrier,gregoiregimenez@example.net,Fournier,France,2022-10-31,Google Ads
CUST_00055,Thierry-Théodore Bousquet,michelleroy@example.com,Lefèvreboeuf,France,2022-01-13,Facebook
CUST_00056,Gabriel Gautier,lerouxalexandrie@example.net,Leducdan,France,2024-03-18,Google Ads
CUST_00057,Isabelle-Susanne Ribeiro,arey@example.org,BarbeBourg,France,2024-06-30,Facebook
CUST_00058,David-Georges Chevallier,brichard@example.com,Guillotnec,France,2024-05-31,Organic
CUST_00059,Aurélie Ramos Le Vincent,luce07@example.net,Saint Sébastien,France,2024-07-05,Organic
CUST_00060,Yves Le Aubert,gthibault@example.org,Diasdan,France,2023-05-02,Organic
CUST_00061,Laure Le Tanguy,massejules@example.org,Bouvet,France,2023-08-04,Facebook
CUST_00062,André Lemonnier Le Rocher,lfernandez@example.org,Durandboeuf,France,2022-10-15,Organic
CUST_00063,Xavier Pascal du Legendre,louislouis@example.net,Godard,France,2024-08-22,Email
CUST_00064,Joseph Gérard,duhamelalexandria@example.org,Denis,France,2023-11-21,Referral
CUST_00065,Brigitte Renault,bernardriou@example.net,Paris,France,2022-08-15,Organic
CUST_00066,Théophile Bourgeois,randre@example.net,LeblancBourg,France,2023-12-20,Organic
CUST_00067,Jérôme Girard-Camus,juliendenis@example.net,Girard-sur-Guillou,France,2022-06-15,Organic
CUST_00068,Michel Lebrun-Blin,nguillot@example.net,Sainte Margotdan,France,2024-03-01,Email
CUST_00069,Arnaude de la Noël,mariannefleury@example.com,Boulay,France,2024-08-21,Referral
CUST_00070,Gilles Perez,fledoux@example.com,Sainte Bernard,France,2024-07-16,Email
CUST_00071,Margaret Valentin,aurelieriviere@example.com,Alves,France,2022-04-26,Facebook
CUST_00072,Martin Robert de la Jacquet,constancebarbier@example.net,Fouquet,France,2024-09-21,Referral
CUST_00073,Benjamin Royer,alfredbriand@example.net,Sainte Colette,France,2023-02-24,Email
CUST_00074,Christophe Fleury,leonmeunier@example.net,Sainte Michelle,France,2023-09-19,Facebook
CUST_00075,Astrid Pascal de la Pruvost,dorothee90@example.com,Pereira,France,2022-04-15,Organic
CUST_00076,Daniel Diaz,genevievedelaunay@example.com,BruneauBourg,France,2022-05-15,Facebook
CUST_00077,Juliette-Cécile Rémy,seguinjacques@example.net,Lejeune,France,2023-07-03,Email
CUST_00078,Laurent Lesage,de-sousamichel@example.com,Launay,France,2022-01-05,Organic
CUST_00079,Pierre-Christophe Buisson,alexhamon@example.org,Philippe,France,2024-10-30,Google Ads
CUST_00080,Alexandria Richard,jeannelouis@example.com,Nguyenboeuf,France,2022-10-30,Referral
CUST_00081,Laurent-Michel Blanchard,cbesnard@example.com,Vaillantboeuf,France,2023-05-06,Referral
CUST_00082,Marianne Albert,josephine88@example.com,Regnier,France,2023-12-05,Google Ads
CUST_00083,Alix Coulon,rguillaume@example.com,Collet,France,2024-02-01,Email
CUST_00084,Émilie Marques,yfaure@example.org,Saint Alexandrie,France,2023-09-01,Google Ads
CUST_00085,Michèle-Adèle Philippe,aubertcaroline@example.org,Sainte Margot,France,2023-08-13,Referral
CUST_00086,Adélaïde Lebreton,qgoncalves@example.org,Saint Frédérique,France,2023-11-22,Email
CUST_00087,Camille Descamps,umeyer@example.com,Ferreiranec,France,2022-01-18,Organic
CUST_00088,Colette Hamel,yalexandre@example.org,PerretBourg,France,2024-03-01,Email
CUST_00089,Marguerite de la Benard,huguesfrancois@example.com,Charpentier,France,2022-06-27,Facebook
CUST_00090,Hugues Weiss,rlemonnier@example.com,Lambert-les-Bains,France,2024-02-26,Facebook
CUST_00091,Patrick Rolland,giraudagnes@example.org,Guillet,France,2022-03-18,Organic
CUST_00092,Adèle du Germain,guichardines@example.org,Martel,France,2024-07-06,Email
CUST_00093,Andrée Pires-Maillard,elodiegerard@example.org,Rioudan,France,2022-10-15,Email
CUST_00094,Léon-Nicolas Leleu,corinne22@example.com,Saint Denise,France,2024-12-26,Google Ads
CUST_00095,Margaud Blanchet-Breton,rene13@example.org,Potier,France,2022-03-01,Referral
CUST_00096,Alain-Michel Humbert,antoinette30@example.net,Klein-sur-Chartier,France,2022-09-14,Google Ads
CUST_00097,Diane-Lucy Hamel,perrotnoel@example.com,Maurynec,France,2022-05-21,Email
CUST_00098,Claudine-Alexandria Thomas,brunelpatricia@example.com,Brunboeuf,France,2023-04-11,Facebook
CUST_00099,Lucy Ledoux,alfredbonnet@example.org,Breton,France,2024-06-18,Email
CUST_00100,Marcel Ruiz,zmunoz@example.com,Guillet,France,2023-05-02,Organic
CUST_00101,Nath-Pénélope Salmon,le-gallchristelle@example.com,Legendrenec,France,2023-11-26,Referral
CUST_00102,Alain Jacquot,rgimenez@example.com,Morindan,France,2022-11-10,Email
CUST_00103,Emmanuelle Godard,guillaumefabre@example.com,Alexandre,France,2023-07-13,Facebook
CUST_00104,Antoine Fleury,gilbert30@example.org,Ollivier,France,2022-01-25,Google Ads
CUST_00105,Nath Teixeira-Gimenez,caroline21@example.com,Saint Marthe,France,2023-02-02,Google Ads
CUST_00106,Étienne Thibault,meyerdavid@example.org,Grondin,France,2024-06-18,Facebook
CUST_00107,Susan Clerc,jcharrier@example.com,Maréchal,France,2022-11-19,Organic
CUST_00108,Astrid Perret,da-costaanais@example.com,FaureBourg,France,2023-05-26,Email
CUST_00109,Aurore Coulon,elisabeth29@example.net,Sainte Alex-la-Forêt,France,2024-06-23,Facebook
CUST_00110,Pénélope-Élodie Pasquier,gbonnet@example.org,Cordiernec,France,2023-04-09,Email
CUST_00111,Sabine Voisin,pichonpierre@example.net,Colas-sur-Clerc,France,2024-07-01,Facebook
CUST_00112,Geneviève de Marchal,wrousset@example.com,Sainte Geneviève,France,2023-12-12,Email
CUST_00113,Juliette Parent,arenault@example.net,Gilles-sur-Marty,France,2022-05-31,Referral
CUST_00114,Christine Dos Santos,eugene25@example.com,Monnier,France,2022-11-17,Organic
CUST_00115,Alexandria Bouchet,lucchretien@example.org,Sainte Denis,France,2022-05-31,Referral
CUST_00116,Henri Charrier,grosdorothee@example.org,Vincent-les-Bains,France,2024-07-12,Referral
CUST_00117,Julien Duval,aurore25@example.org,DanielVille,France,2022-04-24,Referral
CUST_00118,Luce Grondin,thomasadam@example.com,Saint Lorraine,France,2023-12-05,Google Ads
CUST_00119,Cécile de Bruneau,boutinmichele@example.net,Grégoire,France,2023-08-09,Facebook
CUST_00120,Jacques Rolland,ygomez@example.net,Rocherdan,France,2022-10-11,Google Ads
CUST_00121,Claire Mallet,nicolasalice@example.com,Saint Julie-la-Forêt,France,2024-04-03,Referral
CUST_00122,William Hamel,matthieumonnier@example.org,Bodin,France,2024-06-22,Google Ads
CUST_00123,Louise Lacroix,lucievalentin@example.net,Guichard,France,2024-03-19,Organic
CUST_00124,Marine Le Goff,anne28@example.org,Martin,France,2022-08-27,Email
CUST_00125,Franck Pons Le Fernandez,arnaude74@example.org,Lemoine-sur-Mer,France,2023-07-01,Organic
CUST_00126,Sophie Léger,daniellemallet@example.net,Blot,France,2024-09-26,Email
CUST_00127,Timothée de Renaud,benoitblanc@example.net,Besson,France,2023-12-18,Referral
CUST_00128,David Bourgeois de la Huet,mathildefoucher@example.com,Charpentier,France,2022-02-13,Google Ads
CUST_00129,Timothée Renault-Faure,vguillon@example.net,Lucas,France,2023-02-14,Google Ads
CUST_00130,Charles-Rémy Goncalves,francois68@example.org,Gilbert,France,2022-08-17,Google Ads
CUST_00131,Guillaume Boutin du Jacquet,nbecker@example.net,Giraud-les-Bains,France,2022-05-21,Facebook
CUST_00132,Dominique Blot Le Martin,seguinalexandria@example.org,Garnier,France,2023-07-09,Referral
CUST_00133,Corinne Baron,julie13@example.net,Martin,France,2022-06-20,Google Ads
CUST_00134,Olivier Hubert du Traore,gabriellesimon@example.org,Pinto,France,2024-06-09,Referral
CUST_00135,Margaret Guilbert du Pruvost,zmeyer@example.com,Barbe,France,2022-04-18,Email
CUST_00136,Christine Pinto,francoise13@example.net,Blondelboeuf,France,2024-01-17,Referral
CUST_00137,Christine Picard de Costa,hortense40@example.net,Sainte Maggie-sur-Mer,France,2023-08-08,Email
CUST_00138,Adèle Delaunay du Devaux,peronmadeleine@example.net,Durand-sur-Mer,France,2024-02-26,Referral
CUST_00139,Monique de la Buisson,camillepascal@example.com,Marieboeuf,France,2024-02-24,Referral
CUST_00140,Anastasie Faivre,laetitiaaubry@example.com,Lemoine,France,2023-09-20,Referral
CUST_00141,Hugues du Texier,taubry@example.net,Potier,France,2022-11-26,Google Ads
CUST_00142,Christophe Lambert,techerdorothee@example.com,Antoine,France,2023-01-12,Organic
CUST_00143,Noël Bazin,palbert@example.org,Bernard,France,2022-02-25,Referral
CUST_00144,Capucine Pages,wdelmas@example.org,Raymond,France,2023-11-07,Facebook
CUST_00145,Margaret Gay,henripaul@example.com,Rodriguez,France,2024-10-31,Organic
CUST_00146,Roland Lemaître,cecile15@example.org,Techer,France,2022-03-08,Facebook
CUST_00147,André Munoz,williamlefevre@example.org,Raymond,France,2022-07-07,Google Ads
CUST_00148,Alice de Leleu,jeromefontaine@example.com,Pineau,France,2023-05-14,Email
CUST_00149,Jean Étienne,wgregoire@example.net,Barthelemy,France,2024-09-26,Organic
CUST_00150,Philippe Maréchal,julieherve@example.org,Saint Moniquenec,France,2023-02-14,Facebook
CUST_00151,Eugène Klein,drenard@example.com,Sainte Anaïs,France,2023-03-05,Referral
CUST_00152,Susanne de Huet,chantalmaury@example.com,Maillotdan,France,2023-03-23,Email
CUST_00153,Capucine Pineau de Philippe,sylvieboyer@example.com,Pages,France,2022-07-06,Google Ads
CUST_00154,Maryse Bonneau,rgros@example.com,Huet-les-Bains,France,2024-01-09,Email
CUST_00155,Alice Clément,stephane28@example.org,Clerc-sur-Mer,France,2024-02-03,Email
CUST_00156,Andrée Regnier de la Maillard,davidhubert@example.net,Saint Caroline-la-Forêt,France,2024-07-27,Email
CUST_00157,Jean de Hoareau,amaillet@example.com,Michaudnec,France,2022-11-08,Email
CUST_00158,Odette Fouquet,jacquelinecarre@example.net,Saint Davidnec,France,2023-07-16,Facebook
CUST_00159,Michel Peron,valentine22@example.com,Joubert,France,2024-11-25,Facebook
CUST_00160,Jeannine Marchand,egermain@example.com,Jean,France,2024-11-23,Google Ads
CUST_00161,Adèle Paris,charpentierjulie@example.com,LelièvreBourg,France,2024-09-09,Organic
CUST_00162,Pierre Richard,aurorebenard@example.com,Salmondan,France,2023-04-18,Facebook
CUST_00163,Matthieu Cousin,jacobaurore@example.org,Saint Inès,France,2022-08-08,Referral
CUST_00164,Étienne-Adrien David,raynaudsophie@example.com,Saint Thibault,France,2024-03-13,Organic
CUST_00165,Nathalie Lemonnier,pmasse@example.net,Julien,France,2023-12-01,Referral
CUST_00166,Michel Lacroix,valleecelina@example.com,Perrier,France,2022-07-12,Referral
CUST_00167,Geneviève de Lesage,oguibert@example.org,Moulin,France,2022-01-13,Referral
CUST_00168,Grégoire Devaux,etoussaint@example.com,Saint Colette,France,2023-03-21,Facebook
CUST_00169,Stéphanie de Pottier,carliereugene@example.net,Martins,France,2023-03-19,Referral
CUST_00170,Lucas de la Courtois,oleroux@example.org,Sainte Céline,France,2022-05-05,Referral
CUST_00171,Susan Garnier,pierrebonnin@example.org,Gallet,France,2022-06-30,Organic
CUST_00172,Nath Le Blin,gabriel79@example.org,Saint EugèneBourg,France,2022-05-01,Email
CUST_00173,Bertrand Delahaye,marine26@example.net,FerrandVille,France,2024-11-05,Organic
CUST_00174,Anaïs-Suzanne François,drobert@example.org,Perret,France,2022-02-05,Email
CUST_00175,Zacharie-Noël Dubois,bmasson@example.org,Carlier,France,2022-03-08,Google Ads
CUST_00176,Alfred-François Loiseau,suzanne03@example.com,Saint Capucine,France,2023-01-08,Referral
CUST_00177,Christiane Gaudin du Blanchet,josette31@example.net,Benoitdan,France,2024-12-28,Organic
CUST_00178,François Hebert,letellierrenee@example.net,Rémy-la-Forêt,France,2024-08-21,Email
CUST_00179,Stéphane-David Rossi,noelanne@example.com,Sainte Alexandre,France,2023-10-19,Organic
CUST_00180,Joseph Peron,laureferreira@example.org,Couturierboeuf,France,2024-09-02,Organic
CUST_00181,Frédérique Buisson,imbertclaude@example.net,Lombard,France,2023-06-15,Referral
CUST_00182,Auguste Masson,massonfrancois@example.com,Ferrand,France,2023-04-25,Google Ads
CUST_00183,Claudine Marchand,perretcamille@example.net,Saint Agathe,France,2023-07-22,Email
CUST_00184,Pierre Dubois,adriengonzalez@example.net,Saint Pierre,France,2022-07-07,Organic
CUST_00185,Timothée Lefebvre,ecoulon@example.com,David-sur-Vallet,France,2024-02-04,Email
CUST_00186,Victor Pascal,honoremaurice@example.com,Louis,France,2024-08-26,Facebook
CUST_00187,Nath Blin,tristanbouvier@example.com,Étienne,France,2023-04-28,Referral
CUST_00188,Frédéric Imbert,albertsimone@example.com,Maréchal,France,2023-08-01,Organic
CUST_00189,Thomas-Étienne Lagarde,chantal32@example.com,Sainte ÉdouardBourg,France,2024-01-18,Email
CUST_00190,René Mallet,lopezantoine@example.com,BègueVille,France,2024-12-15,Google Ads
CUST_00191,Patricia Martinez,edith25@example.net,CordierVille,France,2023-01-30,Facebook
CUST_00192,Luce-Maggie Laine,gilbertleroux@example.com,Bernard,France,2023-09-05,Email
CUST_00193,Stéphane Vaillant,jeannine15@example.org,Saint Patricia-les-Bains,France,2022-03-10,Referral
CUST_00194,Olivie Le Leroux,levequenathalie@example.net,Carre-sur-Mer,France,2022-10-17,Organic
CUST_00195,Stéphane Coulon,ghoareau@example.net,Perrin,France,2022-06-17,Google Ads
CUST_00196,Andrée Toussaint,nathmenard@example.org,Hernandez,France,2023-11-26,Facebook
CUST_00197,Marguerite-Victoire Blanc,elodiepereira@example.org,Saint Claude,France,2023-03-24,Email
CUST_00198,Arthur Lelièvre,georges31@example.org,PichonVille,France,2023-11-05,Facebook
CUST_00199,Corinne Fernandes,le-rouxadrien@example.org,Samson,France,2024-12-01,Facebook
CUST_00200,Laetitia Duhamel,albertjoseph@example.net,Durand,France,2024-11-18,Referral
CUST_00201,Geneviève Seguin,ulamy@example.com,Sainte Océane-la-Forêt,France,2022-11-07,Referral
CUST_00202,Sébastien Ferrand,louise83@example.net,Sainte Brigitte,France,2024-06-20,Facebook
CUST_00203,Camille Rousset,sgeorges@example.org,Pottier,France,2023-10-25,Referral
CUST_00204,Isabelle Antoine,julieferrand@example.com,Laporte,France,2024-03-12,Google Ads
CUST_00205,Juliette Legros,hugues74@example.org,Poulain,France,2023-12-17,Organic
CUST_00206,Frédérique Charpentier,adrienbouvet@example.com,François,France,2022-09-06,Organic
CUST_00207,Christelle Paris-Payet,matthieumartin@example.net,Marques,France,2022-06-11,Google Ads
CUST_00208,Alphonse Bodin,margueritelefevre@example.org,Schneider,France,2022-05-05,Referral
CUST_00209,Gabriel Laurent,bonninpenelope@example.net,Colas,France,2022-01-28,Referral
CUST_00210,Geneviève Turpin,fgiraud@example.org,Gauthier-sur-Dijoux,France,2022-08-04,Facebook
CUST_00211,Isaac-Émile Toussaint,alaincharles@example.net,Girard-sur-Mer,France,2024-07-19,Organic
CUST_00212,Christine Benard,nlegros@example.org,RiouBourg,France,2024-07-23,Email
CUST_00213,Denis Andre,pdeschamps@example.net,Sainte Nicolenec,France,2024-04-21,Email
CUST_00214,Charlotte Benoit-Guyon,mauricethibaut@example.org,Fourniernec,France,2023-11-20,Organic
CUST_00215,Geneviève Vasseur,lpayet@example.com,Denis-sur-Mer,France,2022-10-17,Google Ads
CUST_00216,Astrid du Buisson,poiriernath@example.com,Saint Maggie-la-Forêt,France,2023-03-10,Referral
CUST_00217,Timothée Dupuy de Boulanger,valerie20@example.com,Texier,France,2022-07-13,Facebook
CUST_00218,Franck Masse,pottierdenise@example.com,Saint MichelVille,France,2022-03-08,Facebook
CUST_00219,Éléonore Diaz,georges51@example.org,Sainte Agnès-les-Bains,France,2024-07-07,Email
CUST_00220,Léon Dupont,djoly@example.net,Pichon,France,2023-09-05,Referral
CUST_00221,Marc Brunel,josettedos-santos@example.com,Reynaud,France,2022-12-03,Email
CUST_00222,Luc Weiss,gillesmasse@example.com,Ribeiro-sur-Mer,France,2022-10-01,Email
CUST_00223,Christiane Le Goff,hortensenormand@example.com,Fournier,France,2022-11-03,Facebook
CUST_00224,Victor-Bertrand Fernandes,suzanne87@example.com,Saint LuceBourg,France,2022-10-24,Facebook
CUST_00225,Nicole Bourdon,vguichard@example.com,Perret-sur-Mer,France,2024-03-16,Email
CUST_00226,Laurence Meyer du Denis,claudine54@example.org,Saint Juliettenec,France,2022-02-05,Organic
CUST_00227,Stéphanie Lemonnier-Le Goff,odettenicolas@example.com,Chevallier,France,2022-05-15,Referral
CUST_00228,Philippe Andre,hernandezstephane@example.com,Lesage,France,2023-09-17,Referral
CUST_00229,Geneviève Cousin,fgerard@example.net,Bonneau-la-Forêt,France,2023-02-11,Referral
CUST_00230,Aimée Hardy,maurice86@example.net,Loiseau,France,2022-06-21,Google Ads
CUST_00231,Nicolas Lelièvre,moulinadele@example.org,Couturierdan,France,2022-03-11,Organic
CUST_00232,Louise Barbier,michele50@example.org,Lenoir-sur-Lecomte,France,2023-02-01,Google Ads
CUST_00233,Danielle Poirier,legermathilde@example.net,Hebert,France,2023-10-24,Google Ads
CUST_00234,Aimé Étienne,zdeschamps@example.com,Sainte Michelle-sur-Mer,France,2023-06-26,Facebook
CUST_00235,Christine Roche,ncoulon@example.org,Carlier,France,2024-10-13,Google Ads
CUST_00236,Alexandre Perez,christianepierre@example.com,François,France,2022-02-03,Referral
CUST_00237,Christophe Gautier,helenefernandes@example.net,Jolyboeuf,France,2023-12-05,Organic
CUST_00238,Lucy Blanchet de la Regnier,ponspaul@example.org,Coulon-sur-Mer,France,2022-03-14,Organic
CUST_00239,Joseph Hamel,gjoseph@example.com,Sainte Bertrand,France,2023-10-10,Facebook
CUST_00240,Vincent Salmon,mmahe@example.net,Colin-sur-Gallet,France,2024-03-13,Facebook
CUST_00241,Sabine Peltier de la Bonnet,arthurcaron@example.net,DelmasBourg,France,2022-08-06,Organic
CUST_00242,Marc-Auguste Pascal,chantalallard@example.com,ValletVille,France,2024-10-17,Organic
CUST_00243,Gabrielle Voisin,inesdidier@example.net,Prévost-sur-Rey,France,2022-02-27,Google Ads
CUST_00244,Diane Hamel,xavier28@example.com,Dijoux,France,2024-05-18,Referral
CUST_00245,Matthieu-Théophile Lopez,christine36@example.org,Jacquot-sur-Pottier,France,2023-12-12,Organic
CUST_00246,Jeanne Maréchal,lagardeantoinette@example.com,Hebert-sur-Schneider,France,2023-08-01,Organic
CUST_00247,Agnès-Madeleine Leroux,lacombejeannine@example.com,Berthelot-sur-Lejeune,France,2023-04-20,Referral
CUST_00248,Christelle Lemaire-Léger,christelle20@example.com,Saint Dorothée-sur-Mer,France,2022-08-31,Google Ads
CUST_00249,Jean Le Delaunay,genevievemorel@example.org,Techer,France,2024-04-01,Referral
CUST_00250,Alfred Michaud,roberthelene@example.com,Barbe,France,2023-05-08,Organic
CUST_00251,Pénélope du Pires,martinpierre@example.net,Sainte Luce,France,2022-11-25,Referral
CUST_00252,Claudine Hernandez,alix14@example.org,Saint DavidVille,France,2023-06-13,Google Ads
CUST_00253,René Laine de la Peltier,oguillon@example.com,Mace-la-Forêt,France,2024-07-01,Referral
CUST_00254,Virginie Lebon,marc72@example.org,Pottier-les-Bains,France,2022-02-15,Google Ads
CUST_00255,Julie Torres,goncalvesbenjamin@example.net,Saint Marcel,France,2023-10-25,Email
CUST_00256,Léon Alves-Clerc,lorraine80@example.net,Bourdon,France,2023-04-06,Organic
CUST_00257,Victoire Bonnet,susan04@example.net,Foucher-sur-Vaillant,France,2023-05-13,Organic
CUST_00258,Bernadette Schneider,turpinhenriette@example.com,Saint Cécile,France,2023-03-14,Organic
CUST_00259,Théophile Leroy,lainefrancoise@example.net,BertrandBourg,France,2023-04-01,Email
CUST_00260,Henriette Michaud,boulayluc@example.org,Sainte Laure-sur-Mer,France,2024-10-16,Email
CUST_00261,Édouard Bernier-Lejeune,ebarbier@example.org,Saint Alix,France,2024-03-29,Facebook
CUST_00262,Thibaut Becker,mathieuluce@example.com,Ruiz,France,2024-12-10,Google Ads
CUST_00263,Gilbert Perrin,martybenjamin@example.net,Delmas,France,2022-11-21,Google Ads
CUST_00264,Paul Masson,alexandrie51@example.org,Saint Monique,France,2024-06-29,Facebook
CUST_00265,Henri Pinto,bernardcollet@example.com,Sainte Marie,France,2024-09-18,Google Ads
CUST_00266,Claude Legrand,francoise59@example.net,Ribeiro-sur-Mer,France,2024-05-20,Google Ads
CUST_00267,Claire Laroche,arthurfleury@example.net,Martinez,France,2023-05-08,Referral
CUST_00268,Jean Delorme du Bouchet,carolinecharrier@example.net,PotierBourg,France,2022-03-21,Referral
CUST_00269,Sébastien Sauvage,mleroy@example.org,Sainte Audrey,France,2024-11-29,Referral
CUST_00270,Pénélope Reynaud,claudelucas@example.com,Sainte Susan-les-Bains,France,2023-09-30,Google Ads
CUST_00271,Aimé Chartier,anouk64@example.org,Sainte Nicoledan,France,2022-11-12,Email
CUST_00272,Roland Teixeira,gregoiremarion@example.com,Martineau,France,2023-08-18,Email
CUST_00273,Julien Chauvin Le Meyer,oliviebruneau@example.com,Vaillant-sur-Martin,France,2022-12-27,Referral
CUST_00274,Nicole Bazin,oceane12@example.org,Coste,France,2024-04-27,Referral
CUST_00275,Andrée Gaudin,faurefrederic@example.net,Pineau,France,2024-05-17,Email
CUST_00276,Corinne-Aimée Cohen,torrescamille@example.org,Fabre,France,2022-07-16,Email
CUST_00277,Gilbert Bouchet,gabriel92@example.org,Rolland,France,2022-01-19,Google Ads
CUST_00278,Anouk Gros,elodiecarlier@example.org,Charles-sur-Bouchet,France,2022-06-07,Facebook
CUST_00279,Michelle Lefebvre,rgodard@example.org,Sainte Amélie,France,2023-03-31,Facebook
CUST_00280,Zacharie-Thibaut Fouquet,claudeblanchet@example.org,Chauvin,France,2024-08-20,Organic
CUST_00281,Thibaut Parent,meyerchristophe@example.com,Picard-la-Forêt,France,2023-12-26,Email
CUST_00282,Audrey Fernandes-Baudry,michellehoarau@example.com,Hamel-les-Bains,France,2023-10-23,Organic
CUST_00283,Michelle Merle,denis95@example.com,Dos Santos,France,2022-07-27,Email
CUST_00284,Juliette Caron,penelopecarlier@example.org,Louis,France,2023-07-14,Organic
